cdate,cp,pctlead,slope2,slope3,slope4,slope5,slope6,slope7,slope8,slope9,pred_linr,pred_logr
2014-01-02,1831.980000,-0.033300,-0.247000,-0.170600,-0.136400,-0.014600,0.036100,0.106200,0.152400,0.129300,0.028911,0.505454
2014-01-03,1831.370000,-0.251200,-0.463800,-0.176000,-0.136400,-0.115800,-0.017700,0.026300,0.088800,0.131800,0.080531,0.516026
2014-01-06,1826.770000,0.608200,-0.142400,-0.393300,-0.194900,-0.159400,-0.138400,-0.050900,-0.008300,0.051100,0.039002,0.508715
2014-01-07,1837.880000,-0.021200,0.177600,0.107400,-0.143000,-0.034800,-0.031900,-0.032200,0.031000,0.059800,0.020234,0.508253
2014-01-08,1837.490000,0.034800,0.291700,0.111200,0.075100,-0.118600,-0.032500,-0.030400,-0.030800,0.025200,0.050296,0.510359
2014-01-09,1838.130000,0.230700,0.006800,0.206000,0.092100,0.067100,-0.093000,-0.022900,-0.022300,-0.023500,0.033925,0.514704
2014-01-10,1842.370000,-1.257600,0.132600,0.081400,0.212100,0.119800,0.094300,-0.046600,0.008800,0.005900,0.070647,0.523805
2014-01-13,1819.200000,1.081800,-0.517000,-0.332600,-0.254600,-0.082500,-0.110600,-0.099600,-0.198800,-0.132400,0.066905,0.528935
2014-01-14,1838.880000,0.516600,-0.095400,0.013600,0.018900,0.010900,0.110000,0.058500,0.047000,-0.057400,0.064292,0.519082
2014-01-15,1848.380000,-0.134700,0.791400,0.109100,0.139500,0.118500,0.095200,0.168000,0.115800,0.099300,-0.069504,0.483797
2014-01-16,1845.890000,-0.389500,0.189800,0.482400,0.047900,0.084400,0.076100,0.062200,0.130000,0.087800,0.029090,0.509134
2014-01-17,1838.700000,0.277400,-0.262700,-0.003300,0.264500,-0.039900,0.005200,0.009400,0.005600,0.072100,0.107800,0.523067
2014-01-21,1843.800000,0.057500,-0.056800,-0.082800,0.066700,0.266900,0.013000,0.044000,0.042900,0.035800,-0.009342,0.510618
2014-01-22,1844.860000,-0.889000,0.167000,-0.018600,-0.047700,0.064800,0.232000,0.019300,0.045700,0.044500,0.049151,0.518694
2014-01-23,1828.460000,-2.087500,-0.417600,-0.185600,-0.237000,-0.216500,-0.094300,0.071800,-0.094600,-0.058400,0.044130,0.511215
2014-01-24,1790.290000,-0.487600,-1.508000,-0.979400,-0.662500,-0.607900,-0.528500,-0.378400,-0.196900,-0.315700,0.221002,0.552064
2014-01-27,1781.560100,0.614100,-1.313000,-1.172200,-0.859100,-0.628700,-0.588700,-0.523100,-0.392000,-0.228700,0.185470,0.551707
