cdate,cp,pctlead,slope2,slope3,slope4,slope5,slope6,slope7,slope8,slope9,pred_linr,pred_logr
2012-01-03,1277.060100,0.018800,0.553900,0.722000,0.230400,0.185800,0.304300,0.377500,0.354900,0.633600,-0.066068,0.470161
2012-01-04,1277.300000,0.294400,0.771200,0.374600,0.545000,0.187700,0.157700,0.263100,0.332200,0.317100,-0.064911,0.486318
2012-01-05,1281.060100,-0.253700,0.156400,0.611700,0.354200,0.494300,0.205500,0.177300,0.267000,0.327800,-0.017247,0.503440
2012-01-06,1277.810100,0.226200,0.019900,0.019600,0.395300,0.232200,0.369000,0.139400,0.123000,0.208600,0.040055,0.521663
2012-01-09,1280.700000,0.888600,-0.014100,0.088500,0.071100,0.361300,0.231100,0.348400,0.150200,0.134500,-0.032527,0.502485
2012-01-10,1292.080000,0.031000,0.554600,0.286200,0.288000,0.234400,0.448600,0.324900,0.415800,0.232600,-0.003493,0.493211
2012-01-11,1292.480000,0.233700,0.455800,0.379500,0.222000,0.236300,0.200200,0.388500,0.287800,0.372600,-0.074770,0.480037
2012-01-12,1295.500000,-0.494800,0.132200,0.381400,0.342800,0.224300,0.235800,0.205000,0.368900,0.281700,0.022968,0.502073
2012-01-13,1289.090000,0.355300,-0.131200,-0.077100,0.162300,0.174900,0.103900,0.130900,0.117000,0.272300,0.006146,0.511117
2012-01-17,1293.670000,1.110800,-0.070900,0.030700,0.030800,0.200700,0.204800,0.139800,0.158900,0.143400,0.030567,0.512525
2012-01-18,1308.040000,0.493900,0.728400,0.322300,0.300000,0.246300,0.351800,0.334000,0.261200,0.264800,-0.058057,0.487663
2012-01-19,1314.500000,0.066900,0.794300,0.648800,0.365000,0.338700,0.287700,0.372000,0.353900,0.287200,-0.075582,0.479999
2012-01-20,1315.380000,0.047100,0.279100,0.551300,0.502500,0.304900,0.293000,0.255800,0.333400,0.321600,-0.002422,0.499860
2012-01-23,1316.000000,-0.102600,0.057000,0.201700,0.425000,0.411000,0.261600,0.257600,0.229500,0.301300,-0.019366,0.507461
2012-01-24,1314.650000,0.867900,-0.027700,0.003800,0.125700,0.319400,0.325100,0.209300,0.212200,0.192300,0.019167,0.512066
2012-01-25,1326.060100,-0.575400,0.381000,0.269900,0.219300,0.273600,0.410300,0.402400,0.291700,0.285200,-0.034415,0.490680
2012-01-26,1318.430100,-0.159300,0.142900,0.061400,0.057800,0.059600,0.131400,0.268700,0.279300,0.194400,-0.005278,0.494231
2012-01-27,1316.330000,-0.252200,-0.369300,0.042400,0.006300,0.014400,0.023100,0.089900,0.215200,0.230400,0.058817,0.510458
2012-01-30,1313.010000,-0.045700,-0.206100,-0.330600,-0.031100,-0.045400,-0.030000,-0.016200,0.047200,0.163300,0.041296,0.517391
2012-01-31,1312.410000,0.890000,-0.149300,-0.152700,-0.259500,-0.034000,-0.045400,-0.032200,-0.019800,0.036900,0.042720,0.515889
2012-02-01,1324.090000,0.109500,0.420300,0.196500,0.107500,-0.029900,0.119300,0.087700,0.082600,0.080900,0.010526,0.504097
2012-02-02,1325.540000,1.460500,0.495500,0.316300,0.174600,0.107900,-0.006600,0.117900,0.090400,0.085600,-0.035149,0.498526
2012-02-03,1344.900000,-0.042400,0.779300,0.813400,0.600900,0.431600,0.333500,0.203600,0.285900,0.243000,-0.035080,0.497990
2012-02-06,1344.330000,0.202300,0.698700,0.504100,0.597900,0.470900,0.351600,0.279100,0.172400,0.248900,-0.067374,0.499875
2012-02-07,1347.050000,0.216000,0.079900,0.532900,0.428200,0.518100,0.425600,0.329900,0.269300,0.175700,0.003809,0.509708
2012-02-08,1349.960000,0.147400,0.208700,0.125200,0.453400,0.385400,0.467300,0.395300,0.315400,0.263200,-0.016147,0.503293
2012-02-09,1351.950000,-0.688600,0.181300,0.188200,0.130700,0.391900,0.345500,0.421200,0.363900,0.296500,-0.040535,0.490258
2012-02-10,1342.640000,0.680000,-0.271700,-0.109000,-0.031300,-0.033600,0.211600,0.197200,0.281700,0.246000,0.063327,0.506311
2012-02-13,1351.770000,-0.094000,-0.006700,0.044700,0.087500,0.110300,0.084900,0.278100,0.257300,0.325800,-0.021486,0.492927
2012-02-14,1350.500000,-0.538300,0.290900,-0.035800,0.010000,0.051100,0.076200,0.059300,0.231500,0.218100,0.007536,0.501068
2012-02-15,1343.230000,1.102600,-0.317000,0.014600,-0.161800,-0.099900,-0.047200,-0.011700,-0.015500,0.145900,0.057782,0.514993
2012-02-16,1358.040000,0.234900,0.279100,0.154700,0.285000,0.090300,0.099800,0.116300,0.127000,0.108200,0.004088,0.508189
2012-02-17,1361.230000,0.072000,0.661900,0.264100,0.174800,0.274800,0.114500,0.119100,0.131200,0.139000,-0.052399,0.498190
2012-02-21,1362.210000,-0.334000,0.153100,0.465000,0.215900,0.154100,0.240800,0.108300,0.113200,0.124600,0.039498,0.512258
2012-02-22,1357.660000,0.427200,-0.131300,-0.009300,0.265300,0.105600,0.072400,0.158400,0.052700,0.063200,0.019090,0.516904
2012-02-23,1363.460000,0.167200,0.045900,0.054600,0.099500,0.297400,0.159100,0.123100,0.191900,0.094400,0.014249,0.512714
2012-02-24,1365.740000,0.135500,0.296100,0.086400,0.082800,0.113100,0.275600,0.160200,0.128600,0.189100,0.007324,0.504762
2012-02-27,1367.590000,0.335600,0.151100,0.242400,0.098600,0.093300,0.116800,0.255500,0.157100,0.129400,-0.010400,0.498082
2012-02-28,1372.180100,-0.473700,0.235100,0.212400,0.265500,0.146000,0.133700,0.148100,0.265400,0.177000,0.010365,0.503818
2012-02-29,1365.680100,0.615800,-0.069800,-0.001500,0.040600,0.117300,0.042400,0.046600,0.070000,0.182900,0.019273,0.512799
2012-03-01,1374.090000,-0.324600,0.069700,0.158100,0.152400,0.155300,0.200200,0.124200,0.117700,0.130600,0.027061,0.512489
2012-03-02,1369.630000,-0.387000,0.144000,-0.062100,0.037200,0.056800,0.075100,0.125000,0.067800,0.068300,0.002636,0.508180
2012-03-05,1364.330000,-1.537000,-0.357000,-0.032900,-0.143400,-0.047600,-0.017200,0.009100,0.061000,0.017200,0.075384,0.519428
2012-03-06,1343.360000,0.690100,-0.970200,-0.753700,-0.409400,-0.422800,-0.295900,-0.234200,-0.184000,-0.116400,0.145574,0.541822
2012-03-07,1352.630000,0.981800,-0.434000,-0.418700,-0.395200,-0.191800,-0.239300,-0.156800,-0.120200,-0.088200,0.074582,0.526197
2012-03-08,1365.910000,0.363100,0.829500,0.038900,-0.068600,-0.120400,0.002800,-0.065800,-0.015400,0.001400,-0.013950,0.501530
2012-03-09,1370.870000,0.016000,0.666500,0.672700,0.120400,0.018200,-0.039400,0.054400,-0.012000,0.026700,-0.028316,0.496640
2012-03-12,1371.090000,1.813200,0.188900,0.449400,0.507800,0.099400,0.017900,-0.031500,0.049600,-0.008900,0.045127,0.523233
